Address,Latitude,Longitude,APC,LP,PDP,NNPP,Accredited_Voters,Registered_Voters,,,,,
"IRUBUCHI KINDERGATEN II, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,1,112,3,0,120,417,,,,,
"EBEOGIDI ISIEKWULU I, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,1,155,10,2,173,570,,,,,
"EBEOGIDI ISIEKWULU II, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,153,5,2,170,527,,,,,
"OBIOMA P/S I, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,1,117,1,0,124,334,,,,,
"OBIOMA P/S II, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,1,111,6,0,126,456,,,,,
"OBIOMA P/S III, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,1,121,7,0,132,515,,,,,
"CENTRAL SCHOOL I, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,1,185,10,1,202,797,,,,,
"CENTRAL SCHOOL II, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,2,136,0,0,146,527,,,,,
"OBUNAGU AKPU SQUARE II, DUNUKOFIA, ANAMBRA",6.2086195,7.0581183,1,75,3,0,84,265,,,,,
"OBUNAGU AKPU SQUARE III, DUNUKOFIA, ANAMBRA",6.2086195,7.0581183,0,176,0,0,176,584,,,,,
"EBEOGIDI SQUARE I, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,3,127,18,0,158,518,,,,,
"EBEOGIDI SQUARE II, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,1,169,5,0,180,599,,,,,
"B.S.S UKPO I, DUNUKOFIA, ANAMBRA",6.1984992,6.9719387,0,54,6,0,62,614,,,,,
"B.S.S. UKPO II, DUNUKOFIA, ANAMBRA",6.1938756,6.9713512,1,28,1,0,30,189,,,,,
"NCHEKE SQUARE I, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,112,2,1,117,340,,,,,
"NCHEKE SQUARE II, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,79,4,0,84,274,,,,,
"NCHEKE SQUARE III, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,93,1,0,99,301,,,,,
"AMUGU KINDERGATEN I, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,1,46,3,0,56,330,,,,,
"AMUGU KINDERGATEN II, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,0,0,0,81,261,,,,,
"OBINWANNE HALL I, DUNUKOFIA, ANAMBRA",6.2735916,6.9719184,0,0,0,0,184,869,,,,,
"AMA AKPAKA HALL I, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,142,1,0,115,703,,,,,
"AMA AKPAKA HALL II, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,121,0,0,150,936,,,,,
"AMA ADAGBE HALL I, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,142,1,0,146,550,,,,,
"AMA ADAGBE HALL I, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,121,0,0,146,550,,,,,
"UDODIMMA P/S II, DUNUKOFIA, ANAMBRA",6.2486748,6.9772607,0,106,0,0,111,360,,,,,
"EBEISI UKWULU III, DUNUKOFIA, ANAMBRA",6.2735916,6.9719184,0,85,1,0,91,310,,,,,
"UMUEZEKWO HALL I, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,1,109,2,0,145,458,,,,,
"UMUEZEKWO HALL II, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,1,133,1,1,140,438,,,,,
"OKPURU UMUEZEKWO I, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,1,139,1,0,117,550,,,,,
"OKPURU UMUEZEKWO II, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,124,0,0,134,708,,,,,
"URUWOWELLE SQUARE I, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,12,117,14,2,212,696,,,,,
"URUWOWELLE SQUARE II, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,2,93,1,0,96,352,,,,,
"URUAGU C/S I, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,188,2,1,231,1072,,,,,
"ABOR P/S, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,2,82,1,0,89,338,,,,,
"UMUEZECHUA P/S I, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,109,2,0,115,472,,,,,
"AKPOM SQUARE II, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,2,104,1,0,113,496,,,,,
"AKPOM SQUARE II, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,1,217,3,0,113,496,,,,,
"AFORIGWE P/S II, DUNUKOFIA, ANAMBRA",6.1649566,6.9201214,0,211,2,0,225,1191,,,,,
"ST. MICHAEL'S SCHOOL I, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,98,0,0,98,432,,,,,
"ILOUMUCHIGBO SQUARE I, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,3,126,4,0,133,468,,,,,
"ILOUMUCHIGBO SQUARE II, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,83,0,0,83,452,,,,,
"OBALAORA SQUARE II, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,40,0,0,40,144,,,,,
"NAGBANA VILLAGE SQUARE I, DUNUKOFIA, ANAMBRA",6.1579455,6.9309055,4,103,1,0,112,503,,,,,
"NAGBANA VILLAGE SQUARE III, DUNUKOFIA, ANAMBRA",6.1579455,6.9309055,3,104,2,1,114,525,,,,,
"NWAYOBUIJE HALL I, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,2,155,0,0,170,531,,,,,
"NWAYOBUIJE HALL II, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,2,202,1,1,221,678,,,,,
"NWAYOBUIJE HALL III, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,1,120,4,0,130,511,,,,,
"NWAYOBUIJE HALL IV, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,22,0,0,97,387,,,,,
"ILOAGU SQUARE I, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,17,232,4,0,257,979,,,,,
"ILOAGU SQUARE II, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,10,163,2,0,181,644,,,,,
"OBIECHI P/S I, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,1,181,9,0,189,712,,,,,
"OBIECHI P/S II, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,2,177,3,1,185,620,,,,,
"UMUEZE EZIAGU SQUARE I, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,3,155,1,0,161,526,,,,,
"UMUEZE EZIAGU SQUARE II, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,1,154,0,0,157,521,,,,,
"ILOAGU SQUARE I, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,1,121,4,0,130,393,,,,,
"ILOAGU SQUARE II, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,9,119,2,1,133,398,,,,,
"ILOAGU SQUARE III, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,16,164,4,0,191,568,,,,,
"ILOAROAGU II, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,1,117,0,1,122,497,,,,,
"CENTRAL SCHOOL I, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,3,239,6,1,264,1252,,,,,
"CENTRAL SCHOOL II, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,214,6,0,242,993,,,,,
"OKA VILLAGE HALL I, EKWUSIGO, ANAMBRA",5.9565942,6.8511814,1,176,3,1,182,682,,,,,
"ENUGWU AJA VILLAGE HALL I, EKWUSIGO, ANAMBRA",5.9564541,6.854074,1,184,10,1,203,779,,,,,
"UMUNAKWA HALL I, EKWUSIGO, ANAMBRA",5.9381,6.8745,0,135,1,0,137,535,,,,,
"UMUNAKWA HALL II, EKWUSIGO, ANAMBRA",5.9381,6.8745,0,132,1,0,135,458,,,,,
"OTUKWE HALL, EKWUSIGO, ANAMBRA",5.9375942,6.8650699,1,211,8,0,232,717,,,,,
"ST. PHILIPS PLAY GROUND I, EKWUSIGO, ANAMBRA",5.9565942,6.8511814,1,83,0,0,85,244,,,,,
"ST. PHILIPS PLAY GROUND II, EKWUSIGO, ANAMBRA",5.9565942,6.8511814,0,71,0,0,71,235,,,,,
"NDEGWU SQUARE, EKWUSIGO, ANAMBRA",5.9565942,6.8511814,1,79,16,0,104,261,,,,,
"UNITY PRY. SCHOOL, EKWUSIGO, ANAMBRA",5.9565942,6.8511814,0,85,1,0,86,500,,,,,
"ST. MARY'S ISINGWU, EKWUSIGO, ANAMBRA",5.9565942,6.8511814,1,211,0,1,214,1042,,,,,
"CENTRAL SCHOOL NKWO EDO I, EKWUSIGO, ANAMBRA",6.0067589,6.8617061,0,78,0,0,78,331,,,,,
"OKPUNO HALL, IBOLO I, EKWUSIGO, ANAMBRA",6.0271064,6.9132946,0,127,0,0,130,560,,,,,
"IFITE COMMUNITY SCHOOL, EKWUSIGO, ANAMBRA",6.0302205,6.8339275,1,108,1,0,102,479,,,,,
"IREFI CENTRAL SCHOOL III, EKWUSIGO, ANAMBRA",5.9565942,6.8511814,0,118,2,0,122,399,,,,,
"OGBE SCHOOL HALL, EZUMERI I, EKWUSIGO, ANAMBRA",6.000213,6.8358536,0,135,4,0,140,515,,,,,
"IREFI HEALTH CLINIC I, EKWUSIGO, ANAMBRA",5.9565942,6.8511814,2,151,0,0,159,652,,,,,
"IREFI HEALTH CLINIC II, EKWUSIGO, ANAMBRA",5.9565942,6.8511814,2,113,1,1,119,572,,,,,
"EZEACHUGHA III, EKWUSIGO, ANAMBRA",5.9565942,6.8511814,0,75,2,1,75,269,,,,,
"URUOKWE CENTRAL SCHOOL III, EKWUSIGO, ANAMBRA",5.9565942,6.8511814,1,175,5,0,183,791,,,,,
"OBI INYABA PALACE SQUARE II, EKWUSIGO, ANAMBRA",5.9565942,6.8511814,3,66,4,0,78,218,,,,,
"OBI INYABA PALACE SQUARE III, EKWUSIGO, ANAMBRA",5.9565942,6.8511814,0,81,1,0,87,244,,,,,
"UMUONUAGWU SQUARE II, EKWUSIGO, ANAMBRA",5.9565942,6.8511814,1,126,1,0,131,517,,,,,
"URUMABIAM HALL II, EKWUSIGO, ANAMBRA",5.9565942,6.8511814,0,0,0,0,159,549,,,,,
"UMUEZENA HALL I, EKWUSIGO, ANAMBRA",5.9592535,6.848501,1,76,0,0,79,251,,,,,
"EZEMNWELIKE HALL I, EKWUSIGO, ANAMBRA",5.9565942,6.8511814,1,173,3,0,180,514,,,,,
"UMUABU PRY. SCHOOL I, EKWUSIGO, ANAMBRA",5.9394589,6.8600195,7,147,1,0,174,498,,,,,
"UMUABU PRY. SCHOOL II, EKWUSIGO, ANAMBRA",5.9394589,6.8600195,3,123,0,0,127,492,,,,,
"IHEMBOSI CENTRAL SCHOOL, EKWUSIGO, ANAMBRA",5.9208051,6.8793335,0,155,0,0,155,554,,,,,
"UHUALOR PRY. SCHOOL I, EKWUSIGO, ANAMBRA",5.9406885,6.8700319,0,96,0,0,99,277,,,,,
"UHUALOR PRY. SCHOOL II, EKWUSIGO, ANAMBRA",5.9406885,6.8700319,0,90,0,0,95,257,,,,,
"OBOM MBAEZUE, EKWUSIGO, ANAMBRA",5.9565942,6.8511814,0,133,1,0,136,349,,,,,
"UMUOHI HALL I, EKWUSIGO, ANAMBRA",5.9330869,6.8641162,1,134,2,1,142,485,,,,,
"UMUOHI HALL II, EKWUSIGO, ANAMBRA",5.9330869,6.8641162,1,95,3,0,104,364,,,,,
"UMUABU/UHUALOR SQUARE II, EKWUSIGO, ANAMBRA",5.9394589,6.8600195,1,64,0,0,66,219,,,,,
"AMORA HALL, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,13,87,4,0,108,394,,,,,
"OBINAGU HALL I, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,10,1,0,103,308,,,,,
"OBIALUNAMMA HALL I, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,25,1,0,159,750,,,,,
"OBIALUNAMMA HALL II, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,11,3,0,186,760,,,,,
"UNION P/S II, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,1,51,1,0,113,377,,,,,
"UZUBI CENTRAL SCHOOL II, IDEMILI NORTH, ANAMBRA",6.1584248,6.9470172,6,50,0,0,187,795,,,,,
"UDOKA P/S I, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,4,62,1,1,156,487,,,,,
"UDOKA P/S II, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,60,3,0,170,563,,,,,
"ILO EKWEGBALU I, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,45,1,2,135,473,,,,,
"ILO EKWEGBALU II, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,1,90,1,0,125,444,,,,,
"COMMUNITY P/S I, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,3,112,3,1,96,429,,,,,
"COMMUNITY P/S II, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,125,1,1,52,214,,,,,
"COMMUNITY SECONDARY SCHOOL I, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,1,150,4,1,69,355,,,,,
"COMMUNITY SECONDARY SCHOOL II, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,1,146,0,0,78,422,,,,,
"ILO EKWEGBALU III, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,3,221,1,0,59,267,,,,,
"COMMUNITY P/S III, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,110,2,0,57,350,,,,,
"IDEANI COMMUNITY HALL, IDEMILI NORTH, ANAMBRA",6.089216,6.9320887,1,97,3,0,103,364,,,,,
"CENTRAL SCHOOL, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,6,198,4,1,223,749,,,,,
"COMMUNITY P/S I, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,3,122,5,1,145,352,,,,,
"URUEZE VILLAGE HALL I, IDEMILI NORTH, ANAMBRA",6.1110389,6.9564785,2,76,3,1,88,406,,,,,
"URUCHEM VILLAGE HALL, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,3,142,2,0,154,396,,,,,
"URUEZE VILLAGE HALL II, IDEMILI NORTH, ANAMBRA",6.1110389,6.9564785,1,64,1,0,80,418,,,,,
"TOP PETROL STATION SQUARE I, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,222,1,1,225,996,,,,,
"TOP PETROL STATION SQUARE II, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,162,0,0,166,745,,,,,
"OBOSI TOWN HALL II, IDEMILI NORTH, ANAMBRA",6.114766,6.829196,0,0,0,0,158,1251,,,,,
"ABOR VILLAGE SQUARE I, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,2,161,1,0,170,782,,,,,
"OBOSI CENTRAL SCHOOL III, IDEMILI NORTH, ANAMBRA",6.1119687,6.8324201,3,185,4,0,201,924,,,,,
"IRE PRY. SCHOOL, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,1,139,13,0,171,922,,,,,
"OBODO UROWULU, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,112,1,0,121,517,,,,,
"ST. MARY NURSERY/PRY. SCHOOL I, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,3,170,2,0,185,990,,,,,
"COMPREHENSIVE SECONDARY SCHOOL II, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,224,2,4,237,808,,,,,
"CENTRAL SCHOOL, IYI-ENU I, IDEMILI NORTH, ANAMBRA",6.1546965,6.8497928,0,0,0,0,354,1748,,,,,
"ILO UMUODIA NKWELLE OGIDI II, IDEMILI NORTH, ANAMBRA",6.2093598,6.84046,2,118,0,3,125,650,,,,,
"OGBOR P/S II, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,175,24,0,199,592,,,,,
"CENTRAL SCHOOL I, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,88,8,1,101,411,,,,,
"URUNA AKANANO CENTRAL SCHOOL I, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,1,155,17,0,172,689,,,,,
"URUNA AKANANO CENTRAL SCHOOL II, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,2,160,17,2,185,639,,,,,
"OGIDI TOWN HALL II, IDEMILI NORTH, ANAMBRA",6.1404386,6.9014673,1,100,5,0,115,629,,,,,
"OYE OGIDI P/S I, IDEMILI NORTH, ANAMBRA",6.1452777,6.9048148,1,176,4,1,189,567,,,,,
"OYE OGIDI P/S II, IDEMILI NORTH, ANAMBRA",6.1452777,6.9048148,1,119,2,0,131,455,,,,,
"EZI OGIDI P/S I, IDEMILI NORTH, ANAMBRA",6.1452777,6.9048148,1,210,3,0,221,1030,,,,,
"EZI ELIELI SQUARE I, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,1,70,11,0,83,271,,,,,
"OGBOR P/S IV, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,5,91,12,1,121,434,,,,,
"ILO OGBE OZALLA I, IDEMILI NORTH, ANAMBRA",6.1119687,6.8324201,1,176,8,0,196,573,,,,,
"ILO OGBE OZALLA III, IDEMILI NORTH, ANAMBRA",6.1119687,6.8324201,2,129,1,0,132,443,,,,,
"ILO AJILIJA, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,1,97,11,0,113,336,,,,,
"OGIDI TOWN HALL III, IDEMILI NORTH, ANAMBRA",6.1404386,6.9014673,2,66,7,2,82,374,,,,,
"EZI ELIELI SQUARE II, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,75,13,1,90,318,,,,,
"EZI OGIDI P/S II, IDEMILI NORTH, ANAMBRA",6.1452777,6.9048148,2,119,2,0,129,691,,,,,
"CENTRAL SCHOOL II, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,2,222,3,1,234,878,,,,,
"UDOAGBA II, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,6,99,2,0,111,310,,,,,
"IFITE ORA P/S I, IDEMILI NORTH, ANAMBRA",6.1143523,6.8991375,0,164,0,2,179,669,,,,,
"COMMUNITY PRIMARY SCHOOL IV, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,1,129,3,1,146,1011,,,,,
"COMMUNITY PRIMARY SCHOOL V, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,2,115,0,0,120,939,,,,,
"COMMUNITY PRIMARY SCHOOL VI, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,4,127,1,0,133,973,,,,,
"COMMUNITY PRY. SCHOOL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,3,118,2,0,125,932,,,,,
"OKWU MEMORIAL P/SCHOOL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,4,215,5,0,227,816,,,,,
"OKWU MEMORIAL P/SCHOOL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,1,126,3,0,132,547,,,,,
"OKWU MEMORIAL P/SCHOOL IV, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,4,123,1,0,133,519,,,,,
"OKWU MEMORIAL P/SCHOOL V, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,1,107,2,1,113,432,,,,,
"NKWO IDE PUBLIC SQUARE II, IDEMILI-SOUTH, ANAMBRA",6.0792092,6.9656677,10,95,0,0,112,366,,,,,
"NKWO IDE PUBLIC SQUARE IV, IDEMILI-SOUTH, ANAMBRA",6.0792092,6.9656677,0,67,0,0,74,281,,,,,
"NKWO IDE PUBLIC SQUARE V, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,5,92,0,0,107,328,,,,,
"EJIGHINANDU HALL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,1,150,1,1,161,582,,,,,
"UMUNOCHA HALL I, IDEMILI-SOUTH, ANAMBRA",6.0327217,6.9537248,2,103,1,1,124,412,,,,,
"UMUNOCHA HALL II, IDEMILI-SOUTH, ANAMBRA",6.0327217,6.9537248,12,97,1,2,120,339,,,,,
"UMUNOCHA HALL III, IDEMILI-SOUTH, ANAMBRA",6.0327217,6.9537248,1,85,1,0,91,336,,,,,
"UMUNOCHA HALL IV, IDEMILI-SOUTH, ANAMBRA",6.0327217,6.9537248,2,71,0,1,78,245,,,,,
"UMUDUNU HALL I, IDEMILI-SOUTH, ANAMBRA",6.0262297,6.9694734,2,236,3,0,251,959,,,,,
"UMUDUNU HALL II, IDEMILI-SOUTH, ANAMBRA",6.0262297,6.9694734,7,160,1,1,175,772,,,,,
"UMUDUNU HALL III, IDEMILI-SOUTH, ANAMBRA",6.0262297,6.9694734,2,159,0,0,165,662,,,,,
"NNABA HALL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,2,118,1,0,131,472,,,,,
"NNABA HALL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,2,52,0,1,58,182,,,,,
"NNABA HALL III, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,2,125,6,0,135,465,,,,,
"OGWUGWU IDEANI PRY. SCHOOL II, IDEMILI-SOUTH, ANAMBRA",6.0894662,6.9328223,0,129,0,4,136,536,,,,,
"OGWUGWU IDEANI PRY. SCHOOL III, IDEMILI-SOUTH, ANAMBRA",6.0894662,6.9328223,1,88,0,0,98,378,,,,,
"UMUOGHAJI HALL, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,76,3,0,80,265,,,,,
"COMMUNITY CENTRAL SCHOOL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,2,171,3,0,189,792,,,,,
"COMMUNITY CENTRAL SCHOOL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,4,221,1,0,237,991,,,,,
"UMUAFOR VILLAGE HALL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,3,166,3,3,196,816,,,,,
"UMUAFOR VILLAGE HALL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,3,177,1,1,204,738,,,,,
"AMADUNU SQUARE, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,4,206,0,0,189,727,,,,,
"AMADUNU HALL, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,4,206,0,0,225,896,,,,,
"EBENESI PRIMARY SCHOOL, IDEMILI-SOUTH, ANAMBRA",6.0459063,7.0267868,2,173,2,0,184,915,,,,,
"OBI MEMORIAL PRY. SCHOOL, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,3,276,7,0,288,1117,,,,,
"UMUEFI HALL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,122,0,0,138,472,,,,,
"BRIGHT PRY. SCHOOL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,6,176,3,0,200,830,,,,,
"ENUOGWUGWU HALL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,9,176,0,0,192,585,,,,,
"ENUOGWUGWU HALL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,2,146,0,2,160,519,,,,,
"ENUOGWUGWU HALL III, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,2,148,1,2,157,766,,,,,
"ENUOGWUGWU HALL IV, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,2,200,2,0,215,687,,,,,
"OGANIRU PRY. SCHOOL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,3,247,0,2,261,1005,,,,,
"OGANIRU PRY. SCHOOL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,3,165,0,2,190,765,,,,,
"OGANIRU PRY. SCHOOL III, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,3,187,1,1,193,746,,,,,
"OGANIRU PRY. SCHOOL IV, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,190,0,0,190,825,,,,,
"AFOR HALL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,192,3,2,206,1023,,,,,
"AFOR HALL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,169,0,0,173,739,,,,,
"AFOR HALL III, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,169,0,0,114,592,,,,,
"AFOR HALL IV, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,3,176,0,2,187,805,,,,,
"UMUECHEM HALL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,5,144,0,0,156,1015,,,,,
"UMUECHEM HALL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,5,144,0,0,182,1068,,,,,
"EZIEKE HALL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,60,0,0,61,230,,,,,
"EZIEKE HALL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,1,55,1,0,59,193,,,,,
"UDEKWE HALL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,1,116,0,0,120,417,,,,,
"UDEKWE HALL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,1,93,2,0,99,301,,,,,
"UDEKWE HALL III, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,89,0,2,94,465,,,,,
"UDEKWE HALL IV, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,85,1,0,93,434,,,,,
"URUONE PRY. SCHOOL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,3,32,0,0,36,110,,,,,
"URUONE PRY. SCHOOL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,3,70,1,0,77,403,,,,,
"HEALTH CENTRE I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,1,51,1,0,57,267,,,,,
"HEALTH CENTRE II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,55,0,0,57,238,,,,,
"AMA UGOCHUKWU HALL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,2,125,0,0,132,458,,,,,
"AMA UGOCHUKWU HALL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,2,121,3,2,133,366,,,,,
"AMA UGOCHUKWU HALL III, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,4,122,1,0,130,306,,,,,
"OJOR VILLAGE HALL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,6,60,0,0,69,191,,,,,
"OJOR VILLAGE HALL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,10,50,0,0,61,160,,,,,
"IRE VILLAGE HALL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,14,78,1,2,111,449,,,,,
"IRE VILLAGE HALL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,6,74,1,0,93,322,,,,,
"IRE VILLAGE HALL III, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,2,56,0,4,64,235,,,,,
"EZEANI C/S I, IHALA, ANAMBRA",6.2208997,6.9369559,1,62,1,0,68,1396,,,,,
"UMUABALIKE C/S, IHALA, ANAMBRA",5.8569069,6.7955832,1,89,0,0,91,515,,,,,
"OUR LADY OF LOURDES, IHALA, ANAMBRA",5.8516439,6.8511814,0,91,0,0,91,954,,,,,
"UMUDIMOGO P/S I, IHALA, ANAMBRA",5.845436,6.8694065,0,72,0,0,72,706,,,,,
"OBODOAWA P/S, IHALA, ANAMBRA",5.8516439,6.8511814,0,68,0,0,68,751,,,,,
"MBARAKPAKA C/S I, IHALA, ANAMBRA",5.8569069,6.7955832,0,138,0,1,140,894,,,,,
